All_Poverty,M_Poverty,F_Poverty,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic,M_With,M_Without,F_With,F_Without,All_With,All_Without,Incidence_Rate,Avg_Ann_Incidence,Mortality_Rate,Avg_Ann_Deaths,falling,rising,stable,M_poverty_frac,F_poverty_frac,All_poverty_frac,M_with_frac,F_with_frac,All_with_frac,M_without_frac,F_without_frac,All_without_frac
49665,21832,27833,43907.0,48916.0,30228.0,35163.0,56763.0,40947.0,116394,21970,128890,19821,245284,41791,73.1,241.0,55.0,179.0,0.0,0.0,1.0,15778.670752507878,18716.16760024477,17300.35704955151,84121.59232170218,86671.46344251602,85442.48018810415,15878.407678297823,13328.53655748398,14557.519811895847
18943,8146,10797,41332.0,50229.0,30599.0,43485.0,45332.0,42980.0,41053,7699,47931,7265,88984,14964,72.0,84.0,49.0,57.0,0.0,0.0,1.0,16709.058089924518,19561.200086962825,18223.53484434525,84207.82737118477,86837.81433437206,85604.34063185439,15792.17262881523,13162.185665627943,14395.65936814561
31814,13652,18162,54117.0,61048.0,32553.0,33452.0,70469.0,50644.0,100411,14632,109930,13654,210341,28286,66.8,157.0,54.0,124.0,0.0,0.0,1.0,11866.867171405474,14696.07716209218,13332.104078750517,87281.27743539373,88951.64422578974,88146.35393312575,12718.722564606278,11048.355774210255,11853.646066874244
4811,2411,2400,50082.0,50600.0,48246.0,22885.0,45521.0,32049.0,15337,1441,14945,1191,30282,2632,53.5,14.0,37.9,10.0,0.0,0.0,1.0,14370.00834426034,14873.574615765989,14616.880354864192,91411.37203480749,92618.98859692614,92003.40280731603,8588.627965192514,7381.011403073872,7996.597192683965
2158,859,1299,76094.0,76087.0,32546.0,80417.0,250001.0,127700.0,23479,1225,23552,1339,47031,2564,48.9,18.0,33.8,12.0,0.0,0.0,1.0,3477.169689119171,5218.753766421598,4351.245085190039,95041.28886010362,94620.54557872323,94830.12400443593,4958.711139896373,5379.454421276767,5169.875995564069
20578,9155,11423,53525.0,56604.0,28677.0,22367.0,49618.0,47646.0,78600,9208,81047,7340,159647,16548,65.3,110.0,52.1,87.0,0.0,0.0,1.0,10426.157069970846,12923.846266984965,11679.105536479468,89513.48396501457,91695.61134555987,90608.13303442209,10486.516034985423,8304.388654440132,9391.86696557791
13079,5673,7406,50890.0,52561.0,41284.0,19824.0,51544.0,42240.0,44048,6865,45946,6281,89994,13146,66.1,78.0,46.9,55.0,0.0,0.0,1.0,11142.537269459666,14180.404771478356,12680.822183439985,86516.21393357296,87973.65347425661,87254.21756835369,13483.786066427043,12026.346525743389,12745.782431646305
17305,7389,9916,48286.0,49144.0,27961.0,45078.0,43359.0,40141.0,52291,7725,57700,6300,109991,14025,79.0,130.0,54.2,89.0,0.0,0.0,1.0,12311.716875499867,15493.75,13953.84466520449,87128.43241802187,90156.25,88690.97535801832,12871.567581978139,9843.75,11309.02464198168
5396,2410,2986,51857.0,52743.0,35481.0,58750.0,93942.0,29750.0,16596,2798,17778,1931,34374,4729,92.3,38.0,80.6,32.0,0.0,0.0,1.0,12426.523667113539,15150.43888578822,13799.452727412221,85572.85758482006,90202.44558323608,87906.29874945658,14427.142415179953,9797.554416763915,12093.701250543438
9300,4080,5220,38576.0,38580.0,145994.0,49345.0,114135.0,34327.0,23269,4419,25675,3444,48944,7863,79.8,80.0,62.7,65.0,0.0,0.0,1.0,14735.625541750938,17926.43978158591,16371.221856461352,84040.01733603005,88172.67076479275,86158.39597232734,15959.982663969951,11827.329235207253,13841.604027672647
116031,52503,63528,48368.0,55498.0,34777.0,61156.0,59669.0,36097.0,257116,55169,294365,43931,551481,99100,72.0,424.0,57.1,331.0,1.0,0.0,0.0,16812.52701858879,18778.82091422896,17834.981347441746,82333.76563075396,87014.0350462317,84767.46169961926,17666.23436924604,12985.964953768298,15232.538300380738
69061,31168,37893,48701.0,51862.0,26967.0,40850.0,64648.0,32710.0,188715,25474,205163,21468,393878,46942,73.8,357.0,55.9,268.0,1.0,0.0,0.0,14551.634304282665,16720.130961783692,15666.485186697519,88106.76552017144,90527.33297739497,89351.20911029445,11893.234479828563,9472.667022605028,10648.79088970555
12667,5701,6966,47692.0,51004.0,28893.0,25795.0,63750.0,31288.0,34469,5451,38701,4290,73170,9741,73.5,69.0,61.0,57.0,0.0,0.0,1.0,14281.062124248498,16203.391407503896,15277.828032468551,86345.19038076153,90021.16722104626,88251.25737236314,13654.809619238478,9978.832778953734,11748.742627636864
28750,12557,16193,50344.0,52365.0,41116.0,44857.0,47481.0,50748.0,70256,10425,82598,9307,152854,19732,84.3,106.0,61.2,75.0,0.0,0.0,1.0,15563.763463516814,17619.28077906534,16658.36162840555,87078.74220696322,89873.23867036615,88566.85942081049,12921.257793036775,10126.76132963386,11433.140579189507
196471,87291,109180,46224.0,66517.0,32926.0,31892.0,80080.0,35102.0,362755,75492,425842,61338,788597,136830,67.3,587.0,53.2,457.0,0.0,0.0,1.0,19918.219634133264,22410.607988833697,21230.307739022093,82774.09771202084,87409.58167412457,85214.39292348288,17225.902287979152,12590.418325875447,14785.60707651711
26924,12365,14559,40346.0,40811.0,30756.0,40862.0,53611.0,23659.0,64972,9918,71960,8207,136932,18125,75.7,174.0,59.7,138.0,0.0,0.0,1.0,16510.882627854186,18160.839248069653,17363.937132796327,86756.57631192416,89762.62052964437,88310.75024023424,13243.423688075845,10237.379470355632,11689.249759765762
15644,6676,8968,57382.0,58301.0,46756.0,49773.0,73810.0,37443.0,72373,9532,78051,8131,150424,17663,65.9,121.0,51.8,92.0,0.0,0.0,1.0,8150.90653806239,10405.885219651436,9307.085021447227,88362.1268542824,90565.31526304796,89491.75129546008,11637.873145717598,9434.684736952031,10508.24870453991
8292,3516,4776,53669.0,58999.0,30694.0,131776.0,37340.0,63627.0,25881,4018,27879,2992,53760,7010,94.6,60.0,74.6,45.0,0.0,0.0,1.0,11759.590621759924,15470.830229017523,13644.89057100543,86561.42345897856,90308.05610443458,88464.70297844331,13438.576541021437,9691.943895565419,11535.29702155669
8329,3964,4365,35376.0,36395.0,25577.0,7750.0,2499.0,26789.0,16252,3256,17765,2210,34017,5466,84.7,42.0,64.4,33.0,0.0,0.0,1.0,20319.868771785936,21852.315394242803,21095.154876782413,83309.41152347755,88936.17021276595,86156.06716814832,16690.58847652245,11063.829787234043,13843.932831851682
21842,9588,12254,42817.0,43305.0,29939.0,40737.0,68229.0,36268.0,52464,7566,56336,7167,108800,14733,71.6,110.0,55.3,84.0,0.0,0.0,1.0,15972.013993003498,19296.72613892257,17681.10545360349,87396.30184907546,88713.91902744753,88073.63214687574,12603.69815092454,11286.080972552478,11926.367853124266
10054,4225,5829,96565.0,97939.0,66719.0,230583.0,105558.0,58581.0,91344,5695,96717,5137,188061,10832,46.6,77.0,36.5,60.0,0.0,0.0,1.0,4353.919558115809,5722.897480707679,5054.979310483526,94131.22558971135,94956.50637186562,94553.8555906945,5868.774410288647,5043.493628134389,5446.144409305506
12132,4886,7246,61070.0,62769.0,35035.0,30893.0,78571.0,39795.0,52625,6781,56770,5281,109395,12062,76.5,98.0,55.3,68.0,0.0,0.0,1.0,8224.758441908225,11677.491096033908,9988.720287838494,88585.3280813386,91489.25883547404,90068.91327795023,11414.671918661415,8510.741164525954,9931.086722049778
16497,7061,9436,44223.0,48264.0,28914.0,19115.0,45545.0,38249.0,32551,8647,36126,8248,68677,16895,76.4,74.0,48.3,47.0,0.0,0.0,1.0,17139.181513665713,21264.704556722405,19278.502313840974,79011.11704451672,81412.53887411547,80256.3922778479,20988.882955483277,18587.46112588453,19743.60772215211
10664,4867,5797,54821.0,57274.0,47545.0,34185.0,79063.0,41443.0,30120,7315,30045,7386,60165,14701,69.2,54.0,56.6,43.0,0.0,0.0,1.0,13001.202083611593,15487.163046672544,14244.116154195497,80459.46306932016,80267.69255429991,80363.5829348436,19540.536930679846,19732.307445700088,19636.417065156413
48543,21926,26617,50550.0,53878.0,44646.0,60205.0,47929.0,43438.0,122102,21650,138608,21336,260710,42986,81.5,200.0,54.1,130.0,0.0,0.0,1.0,15252.657354332461,16641.449507327565,15984.076181444603,84939.33997440035,86660.33111589057,85845.71413518782,15060.660025599642,13339.668884109438,14154.28586481218
312088,140680,171408,51150.0,52931.0,42450.0,42873.0,63595.0,42721.0,708529,166188,762263,156662,1470792,322850,45.1,702.0,34.5,528.0,1.0,0.0,0.0,16082.915960247716,18653.100089778818,17399.681764811485,81000.94087573467,82951.60105558125,82000.30998382063,18999.05912426533,17048.39894441875,17999.69001617937
16693,7537,9156,42670.0,47666.0,26246.0,85455.0,44141.0,27699.0,34412,7917,38080,7433,72492,15350,80.2,88.0,58.7,63.0,0.0,0.0,1.0,17805.759644688038,20117.32911475842,19003.437990938277,81296.51066644618,83668.40243446927,82525.44340975843,18703.489333553825,16331.597565530728,17474.55659024157
35762,16016,19746,69749.0,69781.0,62534.0,73750.0,111273.0,56698.0,132481,26179,136174,26559,268655,52738,63.0,175.0,47.6,130.0,0.0,0.0,1.0,10094.541787470062,12133.986345731966,11127.186964246264,83499.93697214169,83679.40122777801,83590.80627144959,16500.063027858312,16320.598772221983,16409.193728550403
53207,25213,27994,39808.0,44680.0,27751.0,64219.0,31278.0,34924.0,85232,16282,85931,13975,171163,30257,49.0,62.0,37.2,47.0,0.0,0.0,1.0,24836.968299938926,28020.339118771648,26415.946777877074,83960.8329885533,86011.85114007167,84978.15509879854,16039.167011446698,13988.148859928331,15021.84490120147
139768,63753,76015,33266.0,33004.0,36583.0,33558.0,99196.0,30795.0,137295,62556,146719,68645,284014,131201,38.4,143.0,24.0,89.0,0.0,0.0,1.0,31900.265697944968,35296.05690830408,33661.597003961804,68698.68051698516,68126.0563511079,68401.67142323856,31301.319483014846,31873.943648892106,31598.328576761436
3921,1677,2244,70544.0,75877.0,44962.0,9750.0,133387.0,48743.0,15184,3360,15082,3420,30266,6780,68.3,21.0,56.9,17.0,0.0,0.0,1.0,9043.356341673856,12128.418549346017,10584.138638449494,81880.9318377912,81515.5118365582,81698.4289801868,18119.0681622088,18484.48816344179,18301.571019813207
10688,4875,5813,39595.0,42449.0,19321.0,37083.0,35114.0,34673.0,19081,5260,19740,4874,38821,10134,83.3,51.0,60.3,37.0,0.0,0.0,1.0,20027.936403598866,23616.640936052652,21832.294964763558,78390.37015734769,80198.2611521898,79299.35655193545,21609.629842652314,19801.73884781019,20700.643448064548
64824,30107,34717,84735.0,86517.0,64806.0,93355.0,103313.0,54558.0,364117,57505,384036,53416,748153,110921,49.4,286.0,36.7,207.0,0.0,0.0,1.0,7140.756412141682,7936.184998582701,7545.799314145231,86361.00582986657,87789.2888819802,87088.30671164533,13638.994170133437,12210.711118019806,12911.69328835467
10423,4122,6301,65833.0,66156.0,71536.0,114904.0,71272.0,54888.0,49481,9194,51021,8970,100502,18164,58.1,83.0,42.7,61.0,0.0,0.0,1.0,7025.138474648487,10503.242152989616,8783.476311664672,84330.63485300384,85047.75716357453,84693.172433553,15669.365146996164,14952.242836425465,15306.827566447004
8631,3528,5103,49340.0,50512.0,49083.0,48403.0,41667.0,38850.0,23726,2768,29019,3462,52745,6230,81.2,41.0,58.1,28.0,0.0,0.0,1.0,13316.222540952669,15710.723192019952,14635.014836795252,89552.35147580584,89341.46116191005,89436.20178041543,10447.648524194157,10658.53883808996,10563.798219584569
472926,211723,261203,50270.0,56527.0,37476.0,40843.0,68847.0,40562.0,887696,324950,964891,287195,1852587,612145,56.0,1078.0,42.8,802.0,1.0,0.0,0.0,17459.588371214682,20861.426451537674,19187.725075180588,73203.22666301625,77062.67780328188,75163.83119949755,26796.773336983755,22937.322196718116,24836.168800502448
63220,27578,35642,75050.0,78489.0,53611.0,68480.0,91790.0,52184.0,304587,52747,318578,51497,623165,104244,53.3,245.0,37.4,169.0,0.0,0.0,1.0,7717.709481885295,9631.020739039384,8691.12150110873,85238.74022623092,86084.71255826522,85669.13524578333,14761.259773769078,13915.287441734783,14330.86475421668
19162,7745,11417,57150.0,59738.0,48448.0,55885.0,90729.0,52243.0,57129,17173,55289,18582,112418,35755,69.9,85.0,50.4,61.0,0.0,0.0,1.0,10423.676347877581,15455.320761868663,12932.180626699872,76887.56695647493,74845.33849548537,75869.42290430781,23112.433043525074,25154.661504514625,24130.5770956922
18755,8310,10445,62465.0,65791.0,47199.0,37083.0,122917.0,44609.0,62565,14337,64983,13907,127548,28244,64.8,91.0,50.2,68.0,0.0,0.0,1.0,10805.960833268316,13239.954366839904,12038.487213720859,81356.79176094249,82371.65673722904,81870.69939406388,18643.2082390575,17628.343262770944,18129.300605936118
185728,81700,104028,41637.0,42307.0,51804.0,38654.0,62375.0,37361.0,283850,99022,317237,104788,601087,203810,32.9,231.0,24.3,169.0,0.0,0.0,1.0,21338.72416891285,24649.72454238493,23074.753664133423,74137.04841304666,75170.19133937563,74678.74771554621,25862.951586953342,24829.80866062437,25321.25228445379
53761,23618,30143,89152.0,95083.0,71559.0,98990.0,108287.0,62318.0,270364,48895,285749,48185,556113,97080,43.1,188.0,31.9,132.0,0.0,0.0,1.0,7397.755427411599,9026.63400552205,8230.49236596228,84684.84835196502,85570.50195547623,85137.62394881758,15315.15164803498,14429.498044523767,14862.376051182422
41985,18622,23363,62313.0,67608.0,34761.0,80393.0,60239.0,48705.0,124825,25166,129851,23892,254676,49058,63.2,192.0,54.5,162.0,0.0,0.0,1.0,12415.411591362148,15196.139011207013,13822.950344709514,83221.65996626463,84459.78028267954,83848.36732140623,16778.340033735356,15540.219717320464,16151.632678593769
2824,1266,1558,43288.0,44525.0,38021.0,29271.0,44583.0,37348.0,8533,2177,8407,2220,16940,4397,90.1,25.0,57.2,16.0,0.0,0.0,1.0,11820.728291316525,14660.769737461185,13235.225195669494,79673.20261437909,79109.81462312976,79392.60439611941,20326.797385620914,20890.185376870235,20607.39560388058
19420,8783,10637,47952.0,50592.0,23841.0,42045.0,47929.0,40790.0,47981,11386,51363,10713,99344,22099,78.0,120.0,56.5,87.0,0.0,0.0,1.0,14794.414405309348,17135.446871576776,15991.041064532332,80820.99482877692,82742.12255944326,81802.98576286818,19179.00517122307,17257.87744055674,18197.01423713182
21769,9209,12560,47639.0,52245.0,26654.0,54205.0,62131.0,41944.0,46507,12687,50620,11455,97127,24142,71.9,97.0,55.6,76.0,0.0,0.0,1.0,15557.31999864851,20233.58840112767,17951.00149254962,78567.08450180762,81546.51631091422,80092.19173902646,21432.915498192386,18453.483689085784,19907.80826097354
13924,5939,7985,62420.0,63571.0,64646.0,55726.0,71542.0,50786.0,58660,10828,61380,10367,120040,21195,58.6,80.0,41.6,56.0,0.0,0.0,1.0,8546.7994473866,11129.385200774945,9858.746061528658,84417.4533732443,85550.61535673965,84993.09661202959,15582.5466267557,14449.384643260346,15006.903387970406
7548,3137,4411,43375.0,43622.0,25000.0,30888.0,43750.0,38112.0,12814,3663,13412,3543,26226,7206,60.0,21.0,43.1,15.0,0.0,0.0,1.0,19038.659950233658,26015.924506045412,22577.171572146446,77769.01134915336,79103.5092892952,78445.80043072505,22230.988650846633,20896.490710704806,21554.199569274944
6684,2682,4002,52614.0,55030.0,32454.0,27473.0,46290.0,55862.0,22225,4897,22861,4952,45086,9849,66.4,42.0,53.8,34.0,0.0,0.0,1.0,9888.651279404174,14388.954805306872,12167.106580504233,81944.54686232579,82195.37626289864,82071.53909165377,18055.453137674212,17804.623737101356,17928.460908346227
774568,348592,425976,54457.0,62126.0,38401.0,47894.0,70349.0,42451.0,1618879,533586,1696701,486665,3315580,1020251,56.0,1768.0,40.3,1243.0,0.0,0.0,1.0,16195.013623914905,19510.059238808335,17864.34941767795,75210.46799831821,77710.33349424695,76469.30888219582,24789.532001681793,22289.666505753044,23530.691117804177
11151,5009,6142,45974.0,53337.0,30366.0,22560.0,66023.0,36680.0,26040,6171,27465,6090,53505,12261,79.5,62.0,60.0,45.0,0.0,0.0,1.0,15550.58830834187,18304.276560870214,16955.56974728583,80841.94840271957,81850.69289226642,81356.62804488641,19158.05159728043,18149.307107733574,18643.371955113587
28783,12839,15944,58583.0,60918.0,56134.0,96507.0,56364.0,46510.0,71610,15558,77014,11636,148624,27194,47.2,57.0,36.1,44.0,0.0,0.0,1.0,14729.02900146843,17985.3355893965,16370.906278083017,82151.70704845815,86874.2244782854,84532.86921703124,17848.29295154185,13125.775521714608,15467.130782968752
14572,6271,8301,41607.0,42358.0,31667.0,44167.0,36707.0,31171.0,29559,8648,32037,7881,61596,16529,89.9,104.0,60.2,70.0,0.0,0.0,1.0,16413.222707880752,20795.130016533894,18652.16,77365.40424529537,80257.02690515557,78842.88,22634.595754704635,19742.97309484443,21157.12
277104,126943,150161,34782.0,34878.0,51076.0,34727.0,75781.0,32103.0,257222,135536,272464,146125,529686,281661,32.7,200.0,22.5,137.0,1.0,0.0,0.0,32320.920261331405,35873.13570112927,34153.57424135419,65491.21851114427,65091.0559044791,65284.767183461576,34508.78148885573,34908.94409552091,34715.232816538424
4787,1873,2914,49575.0,51215.0,28917.0,45263.0,66944.0,38072.0,12648,2774,12681,2779,25329,5553,73.3,28.0,46.9,18.0,0.0,0.0,1.0,12144.98767993775,18848.64165588616,15500.939058351143,82012.70911684606,82024.57956015524,82018.65164173306,17987.290883153935,17975.420439844762,17981.34835826695
47095,19637,27458,43540.0,53015.0,29991.0,60238.0,51282.0,42270.0,89861,26481,96227,26458,186088,52939,65.7,178.0,49.8,134.0,0.0,0.0,1.0,16878.6852555397,22380.89415984024,19702.79508172717,77238.65843805332,78434.20141011533,77852.29283721086,22761.341561946676,21565.798589884664,22147.707162789142
18392,7958,10434,58135.0,59027.0,45385.0,39583.0,38486.0,45706.0,59557,16156,61348,15792,120905,31948,71.5,109.0,56.1,86.0,0.0,0.0,1.0,10510.74452207679,13526.056520611874,12032.475646536213,78661.52444098108,79528.13067150634,79098.87277318731,21338.475559018927,20471.869328493645,20901.12722681269
2923,1347,1576,49630.0,49658.0,92665.0,92865.0,34643.0,34315.0,7621,1924,8352,1832,15973,3756,74.1,19.0,66.5,17.0,0.0,1.0,0.0,14112.100576217914,15475.255302435193,14815.753459374526,79842.8496595076,82010.99764336213,80962.03558213796,20157.150340492404,17989.002356637862,19037.96441786203
5189,2600,2589,37554.0,39671.0,28309.0,35000.0,72083.0,33864.0,8344,3005,8787,2345,17131,5350,81.8,24.0,57.9,17.0,0.0,0.0,1.0,22909.50744558992,23257.276320517427,23081.713446910722,73521.89620230858,78934.60294646065,76202.12623993594,26478.103797691427,21065.397053539346,23797.873760064052
54155,24959,29196,46075.0,48573.0,30616.0,37422.0,47363.0,38703.0,115181,25530,121041,24799,236222,50329,53.2,139.0,39.3,102.0,0.0,0.0,1.0,17737.774587629963,20019.199122325837,18898.90455800189,81856.42913489351,82995.74876577071,82436.28533838654,18143.570865106496,17004.251234229294,17563.714661613463
49881,22723,27158,42687.0,47973.0,24579.0,39375.0,26190.0,34024.0,93849,21068,102138,20131,195987,41199,66.1,164.0,52.7,130.0,0.0,0.0,1.0,19773.401672511463,22211.680802165716,21030.33062659685,81666.76818921482,83535.483237779,82630.08777921124,18333.231810785175,16464.516762221003,17369.91222078875
13238,5140,8098,68806.0,72099.0,45183.0,65917.0,72764.0,57997.0,59415,15246,59879,15709,119294,30955,54.0,71.0,41.9,54.0,0.0,0.0,1.0,6884.451052088774,10713.340741916707,8810.707558785749,79579.70024510789,79217.6006773562,79397.53342784311,20420.299754892112,20782.399322643803,20602.466572156885
59856,27146,32710,68838.0,70752.0,50704.0,46023.0,90212.0,46097.0,203475,43375,212877,39838,416352,83213,61.3,271.0,47.0,201.0,1.0,0.0,0.0,10996.961717642293,12943.434303464377,11981.624012891214,82428.60036459389,84235.99707180024,83342.90833024732,17571.399635406116,15764.00292819975,16657.091669752685
4421,2081,2340,49802.0,51039.0,49464.0,26648.0,41150.0,45077.0,9007,2403,8437,2236,17444,4639,65.5,12.0,46.1,8.0,0.0,0.0,1.0,18238.387379491676,21924.48233861145,20019.924829054024,78939.52673093777,79049.93909866016,78992.89045872391,21060.473269062226,20950.060901339828,21007.109541276095
61965,27065,34900,50337.0,51341.0,34805.0,26863.0,69540.0,43720.0,135715,34184,144940,32292,280655,66476,51.7,184.0,38.1,134.0,0.0,0.0,1.0,15930.05256063897,19691.7035298366,17850.609712183585,79879.81094650351,81779.81402906924,80849.88088070498,20120.18905349649,18220.185970930757,19150.11911929502
12691,5723,6968,49763.0,52240.0,30454.0,28750.0,56731.0,46875.0,33263,7689,34818,6744,68081,14433,82.7,80.0,61.9,59.0,1.0,0.0,0.0,13974.897440906429,16765.314469948513,15380.420292314031,81224.36022660676,83773.6393821279,82508.42281309838,18775.63977339324,16226.360617872097,17491.577186901617
11785,4602,7183,67288.0,68066.0,57727.0,68125.0,128594.0,54976.0,49667,9106,50821,9399,100488,18505,70.9,92.0,56.9,71.0,0.0,0.0,1.0,7830.126078301261,11927.930919960147,9903.943929474843,84506.49107583414,84392.22849551644,84448.66504752381,15493.508924165859,15607.77150448356,15551.334952476194
7279,3252,4027,39662.0,41103.0,30872.0,34545.0,41014.0,33233.0,16766,4163,16862,4307,33628,8470,99.4,67.0,73.4,49.0,0.0,0.0,1.0,15538.24836351474,19023.09981576834,17290.607629816142,80108.93974867409,79654.21134678066,79880.27934818757,19891.06025132591,20345.78865321933,20119.720651812437
25466,10956,14510,38159.0,40634.0,25489.0,35278.0,43443.0,34613.0,42602,14415,45405,13402,88007,27817,73.3,83.0,46.9,53.0,0.0,0.0,1.0,19215.321746145884,24673.933375278455,21986.807570106368,74718.06654155778,77210.1960650943,75983.3885895842,25281.933458442218,22789.803934905707,24016.611410415804
13076,5425,7651,60972.0,61373.0,46541.0,79250.0,63707.0,49408.0,53379,8330,56164,8041,109543,16371,52.8,68.0,38.1,49.0,0.0,0.0,1.0,8791.262214587823,11916.517405186512,10384.865860825643,86501.15866405224,87476.05326687952,86998.26865956129,13498.841335947756,12523.946733120472,13001.731340438713
5310,2397,2913,87524.0,89717.0,69349.0,93875.0,130909.0,53052.0,36281,5253,38024,5226,74305,10479,49.2,34.0,34.8,24.0,0.0,0.0,1.0,5771.175422545385,6735.260115606937,6262.974146065295,87352.53045697502,87916.76300578035,87640.35667107001,12647.469543024992,12083.236994219655,12359.643328929988
9949,4153,5796,52261.0,52569.0,28250.0,43092.0,83821.0,46773.0,25544,6973,26358,6379,51902,13352,73.5,51.0,55.7,39.0,0.0,0.0,1.0,12771.780914598517,17704.737758499556,15246.574922610109,78555.83233385613,80514.40266365276,79538.41910074478,21444.16766614386,19485.59733634725,20461.58089925522
37048,16944,20104,46929.0,51908.0,30632.0,42154.0,51044.0,37376.0,82135,21568,91107,20424,173242,41992,67.3,166.0,47.8,118.0,0.0,0.0,1.0,16338.96801442581,18025.481704638172,17212.893873644498,79202.14458598112,81687.60254996369,80490.07127126754,20797.855414018883,18312.397450036315,19509.928728732448
1595,708,887,37040.0,40489.0,18897.0,41111.0,44821.0,29886.0,2853,616,3068,567,5921,1183,49.7,5.0,36.7,4.0,0.0,0.0,1.0,20409.339867396946,24401.65061898212,22452.13963963964,82242.72124531565,84401.65061898212,83347.40990990991,17757.278754684346,15598.34938101788,16652.590090090092
283264,129036,154228,58711.0,63883.0,41735.0,61065.0,62265.0,43986.0,739469,189027,793135,177419,1532604,366446,60.2,903.0,44.4,654.0,1.0,0.0,0.0,13897.313504850856,15890.718084722746,14916.08962375925,79641.59242473851,81719.82187492917,80703.72028119322,20358.4075752615,18280.178125070837,19296.27971880677
22395,9712,12683,45396.0,47737.0,34037.0,52847.0,27295.0,38182.0,51598,10570,56226,11336,107824,21906,60.3,85.0,46.8,67.0,0.0,0.0,1.0,15622.185046969504,18772.386844676,17262.776535882218,82997.68369579205,83221.33743820491,83114.16017883296,17002.316304207954,16778.662561795092,16885.83982116704
6848,3136,3712,44178.0,47468.0,26462.0,49345.0,105625.0,37860.0,12377,3575,12702,3605,25079,7180,49.2,15.0,45.0,14.0,0.0,0.0,1.0,19658.976930792378,22763.230514502975,21228.184382652904,77589.01705115347,77892.92941681486,77742.64546328157,22410.98294884654,22107.070583185134,22257.354536718434
16202,7037,9165,46711.0,47917.0,28638.0,40417.0,61029.0,37978.0,43247,10045,46420,10234,89667,20279,54.1,67.0,41.5,52.0,0.0,0.0,1.0,13204.608571643023,16177.145479577786,14736.32510505157,81151.0170382046,81935.9621562467,81555.49087733979,18848.98296179539,18064.037843753307,18444.509122660216
180220,84267,95953,61451.0,65193.0,42404.0,50083.0,77831.0,42788.0,454074,106121,467836,86190,921910,192311,44.8,330.0,32.6,230.0,0.0,0.0,1.0,15042.440578727052,17319.223285549775,16174.529110472698,81056.4178544971,84442.96838054531,82740.31812360384,18943.582145502904,15557.031619454683,17259.681876396153
4325,1895,2430,51269.0,54675.0,32744.0,71250.0,79358.0,36934.0,13553,3285,14529,2211,28082,5496,44.7,22.0,35.4,17.0,0.0,0.0,1.0,11254.3057370234,14516.129032258066,12880.457442372983,80490.55707328662,86792.11469534051,83632.14009172673,19509.442926713386,13207.885304659498,16367.859908273274
82307,36856,45451,38862.0,38614.0,123355.0,45406.0,89458.0,37705.0,85837,40609,91945,42511,177782,83120,30.3,51.0,20.7,35.0,0.0,0.0,1.0,29147.62032804517,33803.62349021241,31547.094311273966,67884.31425272449,68382.96543107039,68141.29443239224,32115.68574727552,31617.034568929615,31858.705567607758
20712,8817,11895,45543.0,48105.0,28551.0,61122.0,68400.0,36052.0,45680,9621,51992,10046,97672,19667,74.9,106.0,55.8,79.0,0.0,0.0,1.0,15943.65382181154,19173.732228634064,17651.420243908673,82602.48458436556,83806.69911989426,83239.16174502936,17397.515415634436,16193.30088010574,16760.83825497064
2275,1155,1120,41630.0,47349.0,20221.0,41071.0,60652.0,48859.0,5337,1132,5308,1217,10645,2349,62.3,11.0,43.5,7.0,0.0,0.0,1.0,17854.382439326015,17164.750957854405,17508.080652608896,82501.15937548307,81348.65900383142,81922.4257349546,17498.840624516924,18651.340996168583,18077.57426504541
35014,15936,19078,73750.0,73781.0,57404.0,53713.0,109278.0,58057.0,199404,30976,211551,27780,410955,58756,50.9,178.0,35.5,122.0,0.0,0.0,1.0,6917.267123882281,7971.386907671801,7454.37087911503,86554.388401771,88392.64449653409,87491.03171950411,13445.611598229012,11607.355503465911,12508.96828049588
7015,2646,4369,56897.0,57258.0,60650.0,74222.0,86875.0,45595.0,24533,5501,24716,5520,49249,11021,63.1,41.0,55.2,35.0,0.0,0.0,1.0,8810.015315975228,14449.662653790185,11639.289862286378,81684.09136312178,81743.61688053975,81713.95387423261,18315.908636878205,18256.383119460246,18286.04612576738
6073,2621,3452,45686.0,47046.0,29028.0,29226.0,43125.0,37617.0,16976,3633,17291,4003,34267,7636,75.4,57.0,57.9,44.0,0.0,0.0,1.0,12717.744674656704,16211.139288062364,14492.995728229482,82371.77931971468,81201.27735512352,81776.96107677255,17628.22068028531,18798.722644876492,18223.038923227454
3113,1350,1763,46900.0,46921.0,39904.0,84219.0,60938.0,43387.0,8742,1467,9307,1195,18049,2662,51.1,12.0,34.5,8.0,0.0,0.0,1.0,13223.626212165736,16787.27861359741,15030.660035729807,85630.3261827799,88621.2150066654,87146.9267538989,14369.673817220098,11378.784993334604,12853.073246101105
24718,10960,13758,71112.0,72441.0,58924.0,88000.0,66839.0,49562.0,145687,14662,147007,12969,292694,27631,25.0,57.0,17.2,38.0,0.0,0.0,1.0,6835.090957848193,8600.0400060009,7716.537891204246,90856.19492482023,91893.15897384608,91374.07320689924,9143.805075179764,8106.841026153923,8625.926793100758
