All_Poverty,M_Poverty,F_Poverty,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic,M_With,M_Without,F_With,F_Without,All_With,All_Without,Incidence_Rate,Avg_Ann_Incidence,Mortality_Rate,Avg_Ann_Deaths,falling,rising,stable,M_poverty_frac,F_poverty_frac,All_poverty_frac,M_with_frac,F_with_frac,All_with_frac,M_without_frac,F_without_frac,All_without_frac
38921,16697,22224,42306.0,53668.0,32351.0,61741.0,62361.0,39164.0,71343,14830,87018,13855,158361,28685,70.3,134.0,51.7,99.0,0.0,0.0,1.0,19376.13869773595,22031.663576973027,20808.25037691263,82790.43319833357,86264.90735875805,84664.20025020583,17209.566801666417,13735.092641241958,15335.799749794169
17281,7478,9803,49179.0,51827.0,46070.0,31875.0,62557.0,41530.0,40481,7653,45244,8348,85725,16001,78.9,69.0,59.5,51.0,0.0,0.0,1.0,15535.795903103835,18291.9092401851,16987.790731966263,84100.63572526695,84423.04821615167,84270.4913198199,15899.364274733038,15576.951783848337,15729.50868018009
2487,1084,1403,72182.0,73102.0,42399.0,250001.0,130643.0,50724.0,14971,1716,15812,1701,30783,3417,46.8,15.0,34.3,11.0,0.0,0.0,1.0,6496.074788757715,8011.191686175984,7271.929824561403,89716.54581410678,90287.21521155712,90008.77192982456,10283.454185893212,9712.784788442872,9991.228070175439
18445,7439,11006,60109.0,60992.0,57598.0,60068.0,48077.0,52163.0,61605,10000,65284,9849,126889,19849,77.7,83.0,51.9,51.0,0.0,0.0,1.0,10388.939319879895,14648.689657008237,12570.02276165683,86034.49479784931,86891.24619008957,86473.16986738268,13965.505202150689,13108.753809910426,13526.830132617319
48498,20943,27555,37424.0,46154.0,31130.0,34861.0,42050.0,43258.0,73605,15946,86184,15914,159789,31860,72.7,148.0,56.8,113.0,1.0,0.0,0.0,23386.6735156503,26988.775490215285,25305.63686739821,82193.38700852028,84413.01494642402,83375.85899222015,17806.612991479713,15586.985053575974,16624.141007779846
14238,5975,8263,40246.0,48097.0,24870.0,42885.0,36299.0,33025.0,24186,5838,28153,4617,52339,10455,74.3,55.0,52.2,38.0,0.0,0.0,1.0,19900.74606981082,25215.13579493439,22674.140841481672,80555.55555555556,85910.89411046689,83350.32009427653,19444.444444444445,14089.10588953311,16649.67990572348
11801,4642,7159,54453.0,57341.0,32407.0,21783.0,82011.0,64000.0,36422,5187,37677,6185,74099,11372,67.9,61.0,53.5,47.0,0.0,0.0,1.0,11156.240236487298,16321.645159819434,13807.022264861766,87533.94698262395,85898.95581596826,86694.9023645447,12466.053017376049,14101.044184031736,13305.097635455302
36756,17957,18799,52108.0,52303.0,50221.0,28003.0,56380.0,41302.0,86553,8577,88674,6523,175227,15100,44.9,107.0,33.3,79.0,0.0,0.0,1.0,18876.27457163881,19747.471033751062,19312.026144477662,90983.91674550615,93147.89331596583,92066.28591844562,9016.083254493851,6852.106684034161,7933.714081554377
92404,41559,50845,74460.0,75175.0,62866.0,50593.0,77807.0,61601.0,429201,26111,457423,20975,886624,47086,48.3,550.0,32.9,377.0,0.0,0.0,1.0,9127.587236883719,10628.179883695166,9896.434653157834,94265.25108057771,95615.57531595032,94957.1065962665,5734.748919422286,4384.424684049683,5042.893403733494
7384,3291,4093,65101.0,62964.0,66172.0,78605.0,66174.0,59022.0,31135,3317,32223,2228,63358,5545,45.2,39.0,34.6,30.0,0.0,0.0,1.0,9552.42075931731,11880.642071347711,10716.514520412753,90372.11192383607,93532.84374909292,91952.45490036719,9627.88807616394,6467.156250907085,8047.545099632817
17388,7899,9489,66476.0,62763.0,49893.0,49375.0,74310.0,50297.0,72806,6977,74047,5505,146853,12482,43.2,80.0,28.6,51.0,0.0,0.0,1.0,9900.605392126143,11928.047063555914,10912.856560077824,91255.02926688643,93079.99798873693,92166.19073022249,8744.97073311357,6920.002011263073,7833.809269777513
11189,4826,6363,54605.0,55889.0,18625.0,2499.0,47083.0,36944.0,44017,2826,45546,2267,89563,5093,59.4,70.0,46.7,56.0,1.0,0.0,0.0,10302.4998398907,13308.096124484971,11820.698106828939,93967.08152765622,95258.61167464915,94619.46416497634,6032.918472343787,4741.388325350847,5380.535835023665
20747,9853,10894,59322.0,60826.0,26900.0,40052.0,75086.0,35469.0,98672,7125,102735,6117,201407,13242,65.7,152.0,47.6,110.0,1.0,0.0,0.0,9313.118519428717,10008.08437144012,9665.54700930356,93265.40450107282,94380.4431705435,93830.85875079782,6734.595498927191,5619.556829456509,6169.141249202186
3206,1330,1876,48726.0,49339.0,43088.0,47857.0,53000.0,34083.0,10334,800,10558,470,20892,1270,79.1,22.0,66.6,19.0,0.0,0.0,1.0,11945.392491467577,17011.244105912225,14466.20341124447,92814.80150889169,95738.12114617338,94269.47026441657,7185.198491108317,4261.8788538266235,5730.529735583431
5219,2406,2813,53676.0,54315.0,21761.0,96352.0,85489.0,42368.0,19539,1665,19543,1683,39082,3348,62.8,31.0,48.4,23.0,0.0,0.0,1.0,11346.915676287494,13252.614717798924,12300.259250530285,92147.70797962649,92071.04494487891,92109.35658732029,7852.292020373515,7928.955055121079,7890.6434126797085
57143,25452,31691,60061.0,62351.0,29164.0,22955.0,64090.0,41624.0,202694,17295,213559,13896,416253,31191,75.3,309.0,57.2,233.0,0.0,0.0,1.0,11569.669392560538,13932.865841595041,12770.9836314712,92138.24327580015,93890.65969092787,93029.07179445919,7861.756724199846,6109.340309072124,6970.928205540805
20229,8767,11462,55114.0,56953.0,32865.0,33056.0,67068.0,47304.0,74793,7742,80096,5650,154889,13392,72.7,134.0,53.2,99.0,0.0,0.0,1.0,10622.160295632157,13367.387399995334,12020.96493365264,90619.73708123826,93410.7713479346,92041.88232777319,9380.262918761739,6589.2286520654025,7958.117672226811
6399,3090,3309,42095.0,42455.0,21957.0,43125.0,57000.0,47212.0,15390,1800,16210,1526,31600,3326,78.5,36.0,55.5,25.0,0.0,0.0,1.0,17975.567190226877,18656.96887686062,18321.59422779591,89528.79581151833,91396.03067207939,90477.00853232549,10471.204188481675,8603.969327920613,9522.991467674512
14557,6122,8435,46720.0,47648.0,38203.0,22465.0,47180.0,37347.0,43575,6383,47044,4576,90619,10959,71.5,79.0,51.5,57.0,0.0,0.0,1.0,12254.293606629568,16340.56567222007,14330.859044281242,87223.26754473758,91135.21890740022,89211.24652976038,12776.732455262421,8864.781092599767,10788.753470239619
50551,24218,26333,56356.0,57008.0,48844.0,34688.0,67771.0,45457.0,179687,24140,186069,21581,365756,45721,52.2,191.0,37.6,136.0,0.0,0.0,1.0,11881.644728127285,12681.435107151456,12285.255311961544,88156.62301854024,89607.03106188298,88888.56485295654,11843.376981459767,10392.968938117025,11111.435147043456
37945,17283,20662,42888.0,43191.0,30799.0,31431.0,60449.0,36336.0,79546,18096,82935,16843,162481,34939,56.1,99.0,40.8,72.0,0.0,0.0,1.0,17700.37483869646,20707.97169716771,19220.443724040117,81466.99166342353,83119.52534626873,82302.19835882889,18533.008336576473,16880.474653731282,17697.801641171107
12418,5566,6852,44048.0,45438.0,39915.0,25325.0,34745.0,34527.0,31896,7143,33910,6119,65806,13262,53.4,47.0,42.0,37.0,0.0,0.0,1.0,14257.53733446041,17117.589747433114,15705.468710477058,81702.91247214325,84713.58265257688,83227.09566449132,18297.08752785676,15286.417347423117,16772.904335508676
9433,4259,5174,45965.0,46776.0,23646.0,15859.0,49891.0,60764.0,28948,3173,31295,2375,60243,5548,74.1,68.0,50.8,48.0,0.0,0.0,1.0,13259.238504405219,15366.795366795366,14337.827362405193,90121.72721895333,92946.24294624294,91567.23564013315,9878.272781046666,7053.757053757054,8432.764359866851
5841,2237,3604,58248.0,57416.0,56845.0,103669.0,119256.0,52413.0,24063,2679,24223,2568,48286,5247,66.3,36.0,52.8,28.0,0.0,0.0,1.0,8365.11854012415,13452.2787503266,10911.026843255562,89982.05070675342,90414.69150087716,90198.56910690603,10017.949293246578,9585.308499122839,9801.430893093979
43284,21117,22167,46495.0,52629.0,25921.0,47560.0,24601.0,36684.0,92122,9537,95737,6476,187859,16013,62.4,107.0,42.4,73.0,0.0,0.0,1.0,20772.386114362722,21687.065246103724,21230.968450792654,90618.63681523524,93664.21101034115,92145.56192120546,9381.363184764754,6335.7889896588495,7854.438078794537
879499,392713,486786,55251.0,65946.0,34289.0,42309.0,70485.0,45366.0,2103599,410838,2348142,330018,4451741,740856,63.4,3359.0,44.7,2369.0,1.0,0.0,0.0,15618.327283602652,18176.135854467248,16937.55552375815,83660.83540768769,87677.43525405503,85732.45718857058,16339.164592312314,12322.564745944977,14267.542811429426
2310,1127,1183,47468.0,47670.0,101346.0,2499.0,81181.0,14655.0,7860,1003,8562,736,16422,1739,88.9,24.0,55.5,15.0,0.0,0.0,1.0,12715.784723005754,12723.166272316626,12719.563900666264,88683.29008236488,92084.31920843192,90424.53609382744,11316.709917635113,7915.680791568079,9575.463906172568
67941,30099,37842,79658.0,81187.0,51329.0,55500.0,95020.0,58347.0,411862,42255,435524,34940,847386,77195,56.1,529.0,38.7,362.0,1.0,0.0,0.0,6628.027578795773,8043.548496803156,7348.3015549746315,90695.12922881107,92573.28934838797,91650.81263837349,9304.870771188922,7426.710651612026,8349.187361626511
7191,3279,3912,39512.0,39761.0,41042.0,19191.0,31875.0,33125.0,17019,2304,17973,1920,34992,4224,103.4,59.0,73.7,42.0,0.0,0.0,1.0,16969.414687160377,19665.208867440808,18336.90330477356,88076.38565440149,90348.36374604132,89228.88616891064,11923.61434559851,9651.636253958679,10771.113831089351
16853,8533,8320,33871.0,38689.0,15280.0,22578.0,32132.0,20517.0,26309,3171,27085,2267,53394,5438,69.0,41.0,47.2,28.0,0.0,0.0,1.0,28945.04748982361,28345.59825565549,28645.97497960294,89243.55495251017,92276.50585990734,90756.73103073158,10756.445047489824,7723.494140092668,9243.268969268425
59033,26663,32370,70696.0,77290.0,39620.0,36705.0,92529.0,49138.0,224538,34989,234737,27421,459275,62410,58.9,266.0,43.7,193.0,0.0,0.0,1.0,10273.69021334967,12347.515620351087,11315.832350939743,86518.16573998082,89540.2772373912,88036.84215570698,13481.834260019188,10459.722762608808,11963.157844293013
17365,7945,9420,52110.0,56820.0,28198.0,40823.0,71389.0,42650.0,47095,6334,52251,4214,99346,10548,73.6,94.0,55.1,70.0,0.0,0.0,1.0,14870.201575923187,16682.900912069425,15801.590623691922,88145.01487955979,92536.96980430355,90401.65978124375,11854.985120440211,7463.030195696449,9598.340218756255
65728,30540,35188,78026.0,80823.0,39812.0,54583.0,102820.0,49365.0,300937,38450,317800,30477,618737,68927,58.2,379.0,40.1,257.0,0.0,0.0,1.0,8998.576845901582,10103.452137235592,9558.15630889504,88670.75050016647,91249.20680952231,89976.64557109286,11329.249499833522,8750.793190477694,10023.354428907141
3303,1336,1967,50539.0,53480.0,16318.0,66094.0,49565.0,56908.0,10390,973,11924,710,22314,1683,90.7,34.0,52.9,20.0,0.0,0.0,1.0,11757.458417671389,15569.099255975938,13764.220527565945,91437.12047874682,94380.24378660756,92986.62332791598,8562.87952125319,5619.756213392433,7013.376672084011
24037,11663,12374,77222.0,77649.0,68333.0,55750.0,95059.0,57853.0,139659,12815,142634,10986,282293,23801,65.3,185.0,51.9,143.0,1.0,0.0,0.0,7649.172973752902,8054.940762921495,7852.816455075892,91595.28837703478,92848.58742351257,92224.28404346378,8404.711622965227,7151.412576487437,7775.715956536228
23795,10918,12877,62211.0,64586.0,27227.0,42321.0,82436.0,39873.0,77943,5782,83708,4527,161651,10309,64.1,97.0,44.7,68.0,0.0,0.0,1.0,13040.310540459837,14593.981979939932,13837.520353570599,93094.05792773963,94869.38289794298,94005.00116306117,6905.942072260376,5130.617102057007,5994.998836938823
6965,3100,3865,42238.0,43310.0,30912.0,13810.0,62632.0,23571.0,16340,2262,17635,1717,33975,3979,91.5,49.0,67.6,36.0,0.0,0.0,1.0,16664.87474465111,19972.09590739975,18351.1619328661,87840.01720245134,91127.53203803224,89516.2565210518,12159.98279754865,8872.467961967755,10483.7434789482
31194,13602,17592,51147.0,56363.0,25998.0,51250.0,83385.0,43125.0,80195,9174,88941,6532,169136,15706,84.0,180.0,60.1,129.0,0.0,0.0,1.0,15220.042744128275,18426.15189634766,16876.03466744571,89734.69547605993,93158.27511443026,91503.01338440398,10265.304523940069,6841.724885569742,8496.986615596023
21223,9137,12086,48817.0,50760.0,31869.0,18906.0,63359.0,40236.0,63474,7177,68428,5696,131902,12873,66.8,127.0,52.4,101.0,0.0,0.0,1.0,12932.5841106283,16305.11035562031,14659.29891210499,89841.61582992456,92315.5792995521,91108.27145570713,10158.38417007544,7684.4207004478985,8891.728544292868
30297,13769,16528,56167.0,61044.0,26468.0,53281.0,67159.0,41054.0,85893,8590,96636,5726,182529,14316,77.6,183.0,54.1,126.0,0.0,0.0,1.0,14572.991966808842,16146.616908618433,15391.29772155757,90908.41738725484,94406.12727379301,92727.27272727272,9091.58261274515,5593.872726206991,7272.727272727272
14571,6430,8141,42977.0,46159.0,23053.0,21648.0,51472.0,35583.0,33321,4625,37214,2928,70535,7553,86.4,92.0,64.8,70.0,0.0,0.0,1.0,16945.132556791228,20280.504210054307,18659.71724208585,87811.6270489643,92705.89407603009,90327.5791414814,12188.372951035682,7294.105923969907,9672.420858518595
53482,22781,30701,76101.0,79701.0,55017.0,41618.0,107870.0,59611.0,303905,30668,319482,23374,623387,54042,72.0,414.0,50.3,281.0,1.0,0.0,0.0,6808.977413001049,8954.488181627272,7894.849497142874,90833.68950871709,93182.56060853536,92022.48501318957,9166.310491282919,6817.439391464639,7977.514986810426
47851,21483,26368,48225.0,51923.0,25371.0,34617.0,63722.0,37495.0,123333,16996,134331,12616,257664,29612,74.0,252.0,57.7,198.0,0.0,0.0,1.0,15309.023794083903,17943.884529796458,16656.803909828875,87888.46211403202,91414.59165549483,89692.14274774084,12111.537885967975,8585.408344505162,10307.857252259151
56542,25163,31379,49092.0,52934.0,27017.0,40725.0,42569.0,37399.0,150074,25374,160131,24245,310205,49619,61.9,227.0,44.8,163.0,0.0,0.0,1.0,14342.141261228397,17019.026337484273,15713.79341011161,85537.59518489809,86850.24081225322,86210.20276579661,14462.404815101912,13149.759187746778,13789.797234203388
4504,2018,2486,48478.0,48946.0,42692.0,68906.0,49904.0,35441.0,13628,2176,14134,2246,27762,4422,76.2,29.0,62.2,24.0,0.0,0.0,1.0,12768.919260946595,15177.045177045176,13994.531444195873,86231.3338395343,86288.15628815629,86260.25354213273,13768.666160465706,13711.843711843712,13739.746457867264
24209,10795,13414,38830.0,40362.0,25152.0,15870.0,15987.0,28313.0,47799,7995,53817,6250,101616,14245,79.9,108.0,58.6,80.0,0.0,0.0,1.0,19347.95856185253,22331.72956864834,20894.865399055765,85670.50220453812,89594.95230326135,87705.09489819699,14329.497795461877,10405.047696738642,12294.905101803022
31601,12817,18784,47913.0,49448.0,22094.0,49922.0,66944.0,40256.0,78600,19159,81781,18674,160381,37833,70.2,144.0,48.6,99.0,0.0,0.0,1.0,13110.81332665023,18698.919914389528,15942.869827560111,80401.8044374431,81410.5818525708,80913.0535683655,19598.1955625569,18589.418147429195,19086.946431634497
9530,4041,5489,54914.0,57181.0,22254.0,28382.0,63125.0,48409.0,32243,4169,34587,3904,66830,8073,79.3,67.0,54.2,46.0,0.0,0.0,1.0,11097.989673733933,14260.476475020134,12723.121904329599,88550.4778644403,89857.36925515055,89222.0605316209,11449.522135559706,10142.630744849446,10777.939468379103
11829,5068,6761,40294.0,41915.0,24351.0,23203.0,35677.0,38021.0,27995,4428,31014,4506,59009,8934,85.5,78.0,64.0,59.0,0.0,0.0,1.0,15630.879314067175,19034.34684684685,17410.182064377495,86343.02809733832,87314.18918918919,86850.74253418307,13656.971902661691,12685.81081081081,13149.257465816936
13889,5730,8159,86222.0,86143.0,68029.0,67063.0,104491.0,66445.0,133967,10141,141488,9471,275455,19612,46.7,102.0,33.6,73.0,0.0,0.0,1.0,3976.184528270464,5404.778780993514,4707.066530652361,92962.91670136286,93726.11106326884,93353.37397946906,7037.083298637132,6273.888936731166,6646.62602053093
7514,2643,4871,70163.0,70927.0,64035.0,30408.0,61121.0,54239.0,67526,6690,70754,5627,138280,12317,69.9,98.0,50.5,69.0,1.0,0.0,0.0,3561.226689662606,6377.240413191762,4989.475221949972,90985.7712622615,92632.98464277765,91821.21821815839,9014.228737738493,7367.015357222346,8178.781781841604
14205,6368,7837,62147.0,62622.0,69279.0,47039.0,66106.0,26880.0,62927,7284,66581,6702,129508,13986,67.9,101.0,50.1,73.0,0.0,0.0,1.0,9069.803876885388,10694.158263171541,9899.368614715599,89625.55724886413,90854.63204290217,90253.25100701075,10374.442751135863,9145.367957097826,9746.748992989254
87203,37304,49899,50135.0,58970.0,31299.0,53828.0,74844.0,47355.0,201307,34810,220117,31833,421424,66643,74.0,412.0,53.8,298.0,0.0,0.0,1.0,15798.947132142115,19805.120063504663,17867.014159941155,85257.30887653155,87365.3502679103,86345.52223362775,14742.691123468448,12634.6497320897,13654.477766372238
17792,7191,10601,46872.0,50346.0,25071.0,35505.0,32152.0,39933.0,43254,5861,47298,5999,90552,11860,77.2,103.0,55.9,74.0,0.0,0.0,1.0,14641.148325358852,19890.425352271235,17372.964105768853,88066.78204214599,88744.20699101263,88419.32586025076,11933.217957854016,11255.793008987372,11580.67413974925
191309,86399,104910,42168.0,49931.0,30508.0,35283.0,47899.0,29004.0,362748,78114,411127,64482,773875,142596,79.7,682.0,64.3,545.0,0.0,0.0,1.0,19597.74260426165,22058.03506661985,20874.528490263194,82281.53027477987,86442.22460045961,84440.75153496402,17718.469725220137,13557.775399540378,15559.248465035991
31707,15337,16370,42404.0,45342.0,21604.0,43701.0,15759.0,35156.0,62102,8313,63785,7277,125887,15590,66.9,81.0,49.7,61.0,0.0,0.0,1.0,21780.870553149187,23036.221890743294,22411.416696706885,88194.27678761628,89759.64650586812,88980.54100666539,11805.723212383724,10240.353494131885,11019.458993334607
45532,19992,25540,45471.0,49959.0,23364.0,26769.0,53302.0,37091.0,110161,17834,121115,15619,231276,33453,71.5,212.0,52.2,157.0,1.0,0.0,0.0,15619.360131255127,18678.602249623356,17199.475690234165,86066.64322825111,88577.0912867319,87363.30360481852,13933.356771748897,11422.908713268098,12636.696395181487
36902,18433,18469,45932.0,49335.0,19199.0,71071.0,21343.0,40556.0,80039,11380,78153,9682,158192,21062,64.0,91.0,47.2,66.0,0.0,0.0,1.0,20163.20458548004,21026.925485284908,20586.43042833075,87551.82183134796,88977.0592588376,88250.19246432435,12448.178168652032,11022.940741162407,11749.807535675634
28870,12815,16055,43046.0,46584.0,21430.0,23854.0,44797.0,39545.0,75092,11396,82866,9443,157958,20839,79.6,169.0,57.2,122.0,0.0,0.0,1.0,14817.084451022109,17392.670270504503,16146.803357998177,86823.60558690222,89770.22825509972,88344.88274411763,13176.394413097769,10229.771744900281,11655.11725588237
20245,9199,11046,40313.0,41000.0,24240.0,45956.0,51364.0,36576.0,44041,7289,45578,7081,89619,14370,80.4,96.0,65.0,77.0,0.0,0.0,1.0,17921.29359049289,20976.471258474336,19468.405312100316,85799.72725501655,86553.1058318616,86181.23070709402,14200.272744983442,13446.894168138399,13818.76929290598
8015,3642,4373,37034.0,38851.0,28405.0,2499.0,2499.0,19406.0,15956,2145,17401,2162,33357,4307,79.1,35.0,57.1,25.0,0.0,0.0,1.0,20120.43533506436,22353.422276746922,21280.267629566697,88149.82597646539,88948.5252773092,88564.67714528462,11850.174023534611,11051.474722690793,11435.322854715378
13576,5438,8138,39521.0,42874.0,26444.0,22969.0,55417.0,28214.0,26112,4412,30171,4471,56283,8883,84.9,53.0,62.4,39.0,1.0,0.0,0.0,17815.489450923862,23491.715258934244,20832.949697695116,85545.80002620889,87093.70128745453,86368.65850290029,14454.199973791116,12906.298712545464,13631.341497099715
14948,6723,8225,45989.0,47450.0,24767.0,26250.0,37083.0,27500.0,41744,4990,45640,4058,87384,9048,110.2,130.0,78.1,92.0,0.0,0.0,1.0,14385.67210168186,16549.961769085276,15501.078480172557,89322.54889373903,91834.68147611574,90617.2224987556,10677.451106260967,8165.318523884262,9382.7775012444
55900,26117,29783,49778.0,55636.0,28366.0,35234.0,65154.0,34907.0,128848,18757,140094,15307,268942,34064,74.0,206.0,52.2,145.0,0.0,0.0,1.0,17693.845059449206,19165.256336831808,18448.479568061357,87292.43589309306,90149.99903475525,88757.97838986687,12707.56410690695,9850.000965244753,11242.021610133132
121683,54397,67286,48695.0,54330.0,29245.0,50214.0,64884.0,39010.0,317681,42529,350615,36744,668296,79273,89.6,759.0,60.5,512.0,0.0,0.0,1.0,15101.468587768246,17370.44963457671,16277.159700308599,88193.27614447128,90514.22582152474,89395.89522840032,11806.72385552872,9485.774178475265,10604.10477159968
23432,10164,13268,54296.0,56285.0,24928.0,18688.0,53750.0,45236.0,70758,8846,74031,7822,144789,16668,90.3,145.0,65.0,102.0,0.0,0.0,1.0,12768.202602884277,16209.54638192858,14512.842428634249,88887.49309079946,90443.8444528606,89676.50829632657,11112.506909200543,9556.155547139384,10323.491703673424
7072,3347,3725,49298.0,50470.0,28939.0,25833.0,55962.0,11462.0,19866,2005,20379,2020,40245,4025,90.4,42.0,64.2,30.0,0.0,0.0,1.0,15303.369759041654,16630.206705656503,15974.700700248475,90832.60939143157,90981.74025626144,90908.0641517958,9167.390608568423,9018.259743738561,9091.9358482042
3503,1271,2232,85452.0,85894.0,81250.0,65690.0,167344.0,49375.0,27429,1803,28212,1375,55641,3178,77.2,43.0,51.6,27.0,0.0,0.0,1.0,4347.974822112753,7543.853719538987,5955.558578010507,93832.10180623975,95352.68868083956,94596.98396776551,6167.898193760263,4647.3113191604425,5403.016032234482
16497,7900,8597,34790.0,34838.0,27907.0,77782.0,43906.0,18510.0,26787,3975,28664,3411,55451,7386,93.6,80.0,74.7,63.0,0.0,0.0,1.0,25681.035043235162,26802.805923616525,26253.640371118923,87078.21338014433,89365.54949337491,88245.77876092111,12921.786619855666,10634.450506625097,11754.221239078886
21047,9159,11888,44911.0,48292.0,31564.0,58558.0,38750.0,35335.0,49575,7636,54292,6175,103867,13811,91.3,100.0,65.5,70.0,0.0,0.0,1.0,16009.159077799723,19660.31058263185,17885.246180254595,86652.91639719634,89787.8181487423,88263.7366372644,13347.083602803656,10212.18185125771,11736.2633627356
17303,7402,9901,52892.0,59888.0,31217.0,70060.0,53825.0,53147.0,49219,7780,53840,7722,103059,15502,75.3,91.0,54.1,65.0,0.0,0.0,1.0,12986.192740223512,16082.973262727008,14594.175150344548,86350.6377304865,87456.54787043956,86924.87411543424,13649.362269513502,12543.452129560443,13075.12588456575
53752,23393,30359,41234.0,57236.0,28614.0,26875.0,49009.0,39948.0,98254,19517,111467,20545,209721,40062,69.0,201.0,54.8,159.0,0.0,0.0,1.0,19863.124198656715,22997.151774081147,21519.47890769188,83428.00859294733,84437.02087688998,83961.27838964222,16571.99140705267,15562.97912311002,16038.72161035779
32864,13822,19042,45312.0,52272.0,28838.0,60859.0,57054.0,44375.0,78600,15365,84661,14896,163261,30261,68.4,145.0,58.1,121.0,0.0,0.0,1.0,14709.732347150533,19126.73142019145,16982.04855261934,83648.16687064333,85037.71708669406,84363.01815814222,16351.833129356673,14962.282913305946,15636.981841857772
85254,37081,48173,49285.0,66598.0,34646.0,40682.0,58869.0,50208.0,182247,29615,203061,26795,385308,56410,56.4,240.0,46.9,199.0,0.0,0.0,1.0,17502.4308276142,20957.904079075597,19300.54921918509,86021.5612049353,88342.70151747181,87229.40880833473,13978.438795064712,11657.298482528191,12770.591191665271
14277,6094,8183,45261.0,54047.0,30554.0,70588.0,66711.0,46821.0,29216,6262,31899,5736,61115,11998,78.2,60.0,66.3,50.0,0.0,0.0,1.0,17176.841986583237,21743.058323369205,19527.30704525871,82349.62511979254,84758.86807493024,83589.7856742303,17650.374880207455,15241.131925069749,16410.2143257697
72319,30773,41546,47947.0,54354.0,34002.0,39531.0,60511.0,40995.0,170170,38834,190812,31948,360982,70782,67.4,340.0,52.3,262.0,0.0,0.0,1.0,14723.641652791333,18650.565631172565,16749.659536228126,81419.49436374423,85658.10738014006,83606.32197218851,18580.505636255766,14341.892619859938,16393.67802781149
36346,15225,21121,51869.0,61544.0,29224.0,132588.0,60802.0,44336.0,95586,16284,100459,17188,196045,33472,69.9,145.0,52.0,107.0,0.0,0.0,1.0,13609.546795387503,17952.85897642949,15835.864010073328,85443.818718155,85390.19269509634,85416.33081645367,14556.181281844998,14609.807304903652,14583.669183546315
7432,3212,4220,28003.0,37849.0,20261.0,15938.0,80595.0,10733.0,9869,2442,11441,2459,21310,4901,76.1,27.0,52.7,18.0,0.0,0.0,1.0,26090.488181301276,30359.712230215828,28354.50764946015,80164.08090325726,82309.35251798561,81301.74354278737,19835.91909674275,17690.64748201439,18698.25645721262
11208,4921,6287,31345.0,45440.0,20172.0,21250.0,89167.0,35893.0,15049,3127,16951,3484,32000,6611,66.0,29.0,52.7,23.0,0.0,0.0,1.0,27074.16373239437,30765.842916564718,29027.99720286965,82795.99471830986,82950.81967213115,82877.93633938515,17204.00528169014,17049.180327868853,17122.06366061485
98823,42998,55825,36792.0,62490.0,25347.0,37875.0,46592.0,40232.0,144150,32246,167332,27871,311482,60117,67.6,242.0,53.4,185.0,0.0,0.0,1.0,24375.836186761604,28598.43342571579,26593.989757776526,81719.54012562643,85722.04320630318,83822.07702388865,18280.45987437357,14277.95679369682,16177.922976111344
36312,14458,21854,37754.0,50757.0,22478.0,21303.0,61007.0,47136.0,55010,13804,65499,15045,120509,28849,78.3,126.0,62.0,99.0,0.0,0.0,1.0,21010.25954020984,27132.99562971792,24312.055597959265,79940.12846223151,81320.76877234803,80684.66369394341,20059.87153776848,18679.231227651966,19315.33630605659
26645,11724,14921,40734.0,48821.0,26263.0,45208.0,31526.0,42311.0,51678,10140,57797,9853,109475,19993,68.9,103.0,53.7,81.0,0.0,0.0,1.0,18965.349898087934,22056.171470805617,20580.375073377207,83597.01057944288,85435.32889874354,84557.57407235765,16402.989420557118,14564.671101256468,15442.425927642353
8209,3529,4680,42753.0,46517.0,31497.0,44205.0,33313.0,36853.0,17811,3166,18950,2585,36761,5751,97.4,33.0,79.8,26.0,0.0,0.0,1.0,16823.1873003766,21732.06408172742,19309.841926985322,84907.27940124899,87996.28511725098,86472.05494919082,15092.720598751013,12003.714882749013,13527.945050809185
9388,3920,5468,42794.0,51701.0,30231.0,78750.0,23438.0,50147.0,22517,3509,22724,4110,45241,7619,75.1,42.0,61.5,34.0,0.0,0.0,1.0,15061.86121570737,20377.133487366777,17760.12107453651,86517.32882502113,84683.6103450846,85586.45478622777,13482.671174978866,15316.389654915405,14413.545213772228
11746,4967,6779,40781.0,48906.0,25172.0,53080.0,49211.0,41365.0,20511,5130,22112,4804,42623,9934,66.6,40.0,53.4,33.0,0.0,0.0,1.0,19371.31937131937,25185.76311487591,22349.068630249065,79992.97999297999,82151.87992272255,81098.61673992047,20007.020007020008,17848.120077277454,18901.383260079532
27482,11568,15914,62137.0,65539.0,39373.0,27065.0,80583.0,48173.0,100907,15203,110031,14275,210938,29478,67.3,179.0,51.5,135.0,0.0,0.0,1.0,9962.966152786152,12802.278248837545,11431.019566085452,86906.38187925244,88516.24217656428,87738.75282843072,13093.618120747566,11483.757823435715,12261.247171569279
21627,9182,12445,47826.0,55365.0,28439.0,38821.0,46492.0,55000.0,45137,9743,47124,9504,92261,19247,76.2,86.0,57.1,64.0,0.0,0.0,1.0,16731.049562682216,21976.76061312425,19395.020985041432,82246.72011661807,83216.78321678322,82739.35502385479,17753.279883381925,16783.216783216783,17260.64497614521
